7
41
64
6
87
89
13
19
24
53
50
94
9
47
30
59
35
66
61
54
93
74
55
10
92
25
71
2
26
44
96
28
56
78
32
88
42
27
21
60
98
15
90
69
58
38
51
79
37
84
[32 13 30 80 15],12.345539736340552,0
[24 21 72 48 88],33.395186783241606,1
[19 58 47 62 84],4.172592287179486,2
[38 13 39 20 24],28.594898658837675,3
[56 97 32 41  5],5.848478958228727,4
[55 91  3 86 13],8.143774107644841,5
[83 56 59 24 39],15.08735697824117,6
[45  9  2 28 45],101.24025318728802,7
[11 56 75 40 80],27.134864960916943,8
[94 95 13 51  6],10.608365467705017,9
[12 75 82 84 59],11.494145143958074,10
[68 74 31  5 66],15.477228298826812,11
[96 94 70 94 50],23.04608205043383,12
[62 31 28 19  8],19.83358135948569,13
[22 17 97 44 55],6.1489698060204985,14
[10 97 64 38 88],97.5762422763925,15
[13 76 77 75 42],129.64308697658808,16
[58 61 41 90 35],47.203439329919796,17
[30 89  1 27 73],86.67674997686485,18
[99 87 83 13 35],56.512047595776224,19
[37 74 18 86 64],14.320914201201303,20
[92 87 32 61  1],43.46747130518467,21
[ 3 94 78 85 22],24.420840305996062,22
[ 6 83 24 69 25],9.063988973692311,23
[ 6 19 68 54 99],11.157295509897638,24
[36 63 38 49 62],12.38641708981918,25
[14 89 24 52 38],116.58092877028336,26
[99 12 88 79 47],50.14540792554131,27
[11 33 48 27 51],37.63524910347881,28
[83 22 59 49 11],26.739050603086245,29
[44 17  1 58 39],25.93644631046734,30
[17 78 95 14 93],2.515504725869927,31
[39 50 60 11 87],59.67586544481743,32
[ 1 76  1 87 98],5.910315969265305,33
[26 16 90 66 83],75.95834313983897,34
[54 16 61 86 87],28.522922033865235,35
[88  8 96 26 95],12.373899606949191,36
[78 93 98 51  2],12.55119477119875,37
[46 44 79 55 34],4.58143309760642,38
[24 98 75  6 46],4.146416769989623,39
[99 75 52  0 30],11.095183582870364,40
[53 67 80 92 32],12.434113988515923,41
[13 41 61 64 84],19.663723040830025,42
[ 9 93 51 67 27],6.967480196467511,43
[16  5 16  1 29],41.43163657538988,44
[51 71 98 89 35],45.012452544370106,45
[10  8 11 25 72],19.165913424757264,46
[80 78 12 29  2],13.199224448085245,47
[11 66  8 27 35],109.57542396863128,48
[41 92 25 52 27],13.49985752662322,49
[90 23 66 48 52],97.84641050480552,50
[44 62 67  3 82],17.38385970918797,51
[27 42  5 20 81],76.33626437605339,52
[34 93 84  5 52],10.768152566017148,53
[49 18 85 10 96],3.6484717418559067,54
[ 0 40 67 35 79],129.9373298783676,55
[79 51 64 79 61],22.765178502162737,56
[22 49  2 46 92],34.15810555403676,57
[ 1 69 21  6  8],23.38814371517019,58
[26 75 22 12 92],27.162384477759897,59
[53  4 39 95 10],34.83866663335986,60
[23  2 15 39 94],44.12827418729292,61
[46 44 40 18 57],13.15741440801519,62
[14 75  5  7 47],27.854945671869256,63
[45 27 38 62 30],11.41161782609859,64
[24  2 91 87 10],23.483587741627648,65
[69  9 12 86 49],83.72470521023469,66
[ 7 53  8 83 68],4.266730561380033,67
[95 73 68  0 39],4.62746731346837,68
[69 17 77 32  3],14.003707233306061,69
[ 3 30 21 26 98],16.140780063011697,70
[83 19 45 12 74],7.154060796296528,71
[16 74 55 44 54],12.912951236638175,72
[19 83 86 26 36],21.879060158735193,73
[68  2 85  2 78],15.119534075276956,74
[ 9 27  0 44 29],7.098003857268942,75
[84 96 33 96 16],13.287173233089193,76
[64 36 82 20 90],68.2023707228503,77
[53 78 29 90 12],68.90278994648827,78
[54 47 96 93 74],27.41392099786019,79
[68 72 42 50 37],17.44273141515052,80
[41 58 87  6 66],4.540821557229614,81
[92  5 76 60 88],3.660984930182181,82
[88 95 54 90  3],31.09748547720853,83
[63 26 23 14 60],15.966147641824643,84
[94  4 33  7 49],9.492801562659519,85
[93 21 74 18 72],8.941110350253004,86
[ 7 26 93 23 72],22.700963698664523,87
[27 33 38 88 30],11.155964650178644,88
[54  7  9  1 85],15.852229442061919,89
[48 51  2 12 95],78.3842514426088,90
[89 30 29 57 10],10.25759860686673,91
[72 72 51 56 65],62.241762201995925,92
[50 63 66 96 72],4.77052395003779,93
[ 0 71 42 12 76],11.801904310302456,94
[82 23 74 32 42],26.617035874854114,95
[19 43 45 54 39],5.291831780696007,96
[41 74 14 23 87],9.235801767550495,97
[87 12 19 32 87],17.51517517423768,98
[41 55 53 12 35],57.14390269064956,99
[ 9 26 15 74 53],63.49975666928677,100
[87 84 18 10 94],25.04518341689133,101
[78 59 59 17 57],13.832764939996233,102
[ 4 35 95  6 13],16.778028667683493,103
[10 20 96 44 60],43.11518670025951,104
[58 13 41  4 46],17.86473297945649,105
[81 51 97 16 19],5.270857890624183,106
[32 83 51 13 86],46.413236797290274,107
[51 77 77 12 56],9.098394016488543,108
[71  3 11 15 34],4.97306166609091,109
[11 63 33 94  0],93.46023013684736,110
[34 71 69 90 76],3.925453746963073,111
[37 10 28 99 44],13.743203637506827,112
[43 25 93  7 53],18.747928772685892,113
[21 79 46 53 96],30.2703188029036,114
[67 38 69 91 18],7.20793461384432,115
[82  5 47 71 59],5.574059622470239,116
[84 77 40 67 96],7.791681173752671,117
[45 27 87 41 57],52.71916835761657,118
[ 8 61 67 16 97],16.157102775667507,119
[39 48  7 96 12],9.10576886129614,120
[21 89 45 60 85],9.265251578290181,121
[52 47 37 40 67],7.6073469617599905,122
[36 85 80 55  2],15.951225657113307,123
[96 76 14  4 18],10.647419790230545,124
[93 94 72 12 53],16.695654810975686,125
[31 76 93 63 44],42.729908965221064,126
[98 21 10 91 26],20.222531543848966,127
[ 6 25 21 74 44],12.724992760721793,128
[80 19 77 39  3],8.936848306422485,129
[60 70 20 40 52],5.207186388751905,130
[29 17 82 73 63],28.569826142744827,131
[69 41 10 42 25],14.520955333082737,132
[27 99 46 39 70],8.951304752560812,133
[56 26 66 49 66],5.710877730358467,134
[91 54 67 26 11],97.21721052011995,135
[90 91 49 21 88],18.127402771059266,136
[93 85 41 96 27],5.447184957545711,137
[22 64  9 61 39],51.21508700351806,138
[34 46 72 73 96],179.56060555392293,139
[78 15 46  2 94],36.97293066459989,140
[25 96 85 99 68],2.335924781757808,141
[95 74 37 45 96],48.52012698404446,142
[ 3 97 17 84 38],10.798347858017824,143
[26 11 44 94 58],17.654572754829683,144
[13 25 81 89 74],11.417376467550431,145
[34 21  6 92 10],24.08873944580971,146
[94 51 68 55  3],9.488598446510878,147
[19 27 65 70 68],22.50407401713623,148
[54 39 27 31 92],8.267097309736757,149
[87 92 20 19 24],20.21802016068371,150
[16 85 43 74 34],6.113784247697625,151
[79 10  6 85 55],6.3788138427985315,152
[41 61 28 90 12],26.26624915649803,153
[68 63 78 10 36],93.0976065882871,154
[ 3 73 20 66 94],4.212699669012218,155
[58 72 75 96 11],9.83868257505292,156
[40 61 71 27 54],51.724135873455786,157
[35 24 15 54 97],116.8294068484299,158
[94 53 99 41  8],10.031201631425056,159
[92 35 23 47 70],41.799855093294326,160
[82 86  7 47  9],83.51157061814179,161
[78 26 18 14 97],15.832409503934215,162
[23 98  2 54 66],13.861211758127592,163
[20 79 82 32 34],8.806485684768717,164
[26 62 42 87 22],35.76263819370938,165
[96 61 91 64 37],24.742675241896464,166
[35 21 63 76 73],22.367154847666917,167
[36  8 47 44 28],68.20037620371693,168
[10 91 32 32 15],2.68715063670129,169
[84 57 68 74 91],21.526336816769838,170
[47 85  3 23 55],16.396081070524296,171
[96 99 25 47 34],9.092165312294872,172
[91 41 16 43 92],123.18675626937055,173
[14 10 54 33 19],12.766922265525878,174
[35 52 20 84  0],3.3211434683003254,175
[35 88 71 53 39],15.440722165074725,176
[74 71 75  1 90],8.397827575013777,177
[74 41 83 12 91],16.16266837264239,178
[42  9 53 78 60],4.062524932397867,179
[56 73 27 62  7],11.623794491697002,180
[34 40 15 98  9],21.681309549036428,181
[68  5 32 66 97],11.963572860421877,182
[ 9 31  1 20 88],6.688654328175631,183
[10 93 79 84 69],16.287918417452918,184
[60 45 55 60 78],56.69434586442206,185
[60 29  4 67 16],4.762994560062115,186
[96 22 73 48 67],8.613087113220733,187
[48  8 12 54 63],48.85683766382922,188
[58 42 25 15 63],71.59842597115492,189
[41 41 37 96 53],43.189247099288025,190
[ 7 77 92 73 16],10.314894438382403,191
[54  8 79  1  2],65.35369709318573,192
[ 6 49 75 63 41],23.60491488927551,193
[ 9 99  1 42  5],27.69621589229906,194
[50 19 11 86 74],17.34319898000576,195
[28 44 83 72 79],6.756489286822437,196
[57 47 90 89 66],27.444446600231803,197
[90 25 90 77 84],6.182559970668434,198
[80 60 67 38 67],19.625926639775102,199
